,Total,CAGR,Vol,Sharpe,MaxDD,Turn/rb
Ladder@1,153.62990708421756,14.26040843174965,17.3901666012617,0.5963374974795957,-38.682163540493555,10.490159197622388
Ladder@3,189.18441940279305,16.427754396614837,17.87244433993529,0.7015131315082462,-39.40100656462614,9.134161642169358
Ladder@5,228.4050543488709,18.568169263446045,18.769397433210674,0.7820266641844565,-40.11966032530795,8.01471666917815
Ladder@7,264.16178171725977,20.336441161960494,19.521944887131205,0.8424591533808666,-40.7181219293576,7.777693436180559
Ladder@10,319.8837434601341,22.815752705879035,20.612169773337445,0.9181834282366601,-41.55307853032816,7.892305729640917
